ID	p.Age	q.Age	Coefficient.Age	p.Sex	q.Sex	Coefficient.Sex	p.Cohort	q.Cohort	Coefficient.Cohort.Interval2	Coefficient.Cohort.Longenity.OPEL	Coefficient.Cohort.Longenity.OPUS
GAS1.5463.22.3	7,55E-05	0,000281543	0,000379278	1,31E-07	6,28E-07	-0,013150517	7,92E-23	9,27E-21	-0,000343413	0,011154439	0,049734632
CST8.10572.65.3	7,56E-05	0,000281625	0,000450782	0,546967803	0,62227959	0,001781296	2,24E-09	2,51E-08	0,003011296	0,010099273	0,038406364
LIPN.8097.77.3	7,58E-05	0,000282183	0,000511997	0,476131301	0,555961699	-0,002393944	3,66E-05	0,000146543	0,013084956	-0,001330777	0,023494783
UFC1.3405.6.2	7,67E-05	0,000284887	0,000794084	0,000282299	0,000819985	-0,018947037	0,902234018	0,916331424	-0,001884828	-0,003182475	0,004374831
PSME1.5918.5.3	7,80E-05	0,000289442	0,000594859	3,68E-16	3,83E-15	0,031986364	0,088039856	0,122393811	-0,005308864	0,008295621	-0,010774666
CAV2.9457.3.3	7,86E-05	0,000291235	-0,000581062	0,001716028	0,004172388	-0,011987474	0,012035349	0,021770808	-0,009278878	-0,009303943	0,011991449
ASL.11241.8.3	7,87E-05	0,000291446	0,000875749	7,65E-52	3,24E-50	0,08844333	0,611119289	0,653096061	0,000547433	-0,00885704	-0,015142302
LGALS4.2982.82.2	8,16E-05	0,000301905	0,000462471	0,885591005	0,911775322	0,000438609	0,10026921	0,136159442	0,006348435	-0,00910535	0,000784362
STX2.7738.299.3	8,36E-05	0,00030878	0,00057604	0,337807577	0,418588005	-0,003644833	4,53E-06	2,33E-05	0,021456392	0,004406423	0,025159885
RDH16.12881.17.3	8,49E-05	0,000313301	0,000644405	1,28E-35	3,11E-34	0,053527397	2,33E-12	4,80E-11	0,040072541	0,024619629	0,00496145
MFGE8.4455.89.2	8,64E-05	0,000317947	-0,000769877	0,096324201	0,145983568	0,008469435	0,694923273	0,733808871	7,99E-05	0,006278573	-0,006503366
NPFF.5617.41.3	8,63E-05	0,000317947	-0,000658492	0,366640843	0,447744715	0,003932009	0,000246683	0,000754756	0,006026861	0,02706282	-0,010817935
FGF6.4130.71.1	8,71E-05	0,00032003	0,000624441	0,831286214	0,868397206	0,000880385	0,133682886	0,174019779	-0,011562817	0,000952777	0,0049868
MAPK13.5006.71.1	8,85E-05	0,000324619	0,001055493	0,025831459	0,046525256	0,01558649	0,028387909	0,046284634	-0,023656307	-0,020812106	0,000912082
HERC4.7860.9.3	8,98E-05	0,000329236	-0,000588658	0,016822299	0,032013809	-0,009333164	1,41E-06	8,25E-06	0,011589375	-0,018646913	0,021935164
PROL1.6530.63.3	9,14E-05	0,000334436	0,000523739	6,47E-05	0,000210252	-0,013899916	0,532389137	0,582580706	0,004318226	-0,006529347	-0,003848642
SCARF2.9925.56.3	9,32E-05	0,000340676	0,000607162	5,74E-06	2,23E-05	0,018322452	0,003059565	0,006723687	0,016740885	0,013553403	0,019812093
NLRP4.12794.6.3	9,78E-05	0,000357002	0,000496623	4,57E-11	3,19E-10	-0,021849249	0,004023614	0,008424532	0,008931608	-0,013144036	0,006375044
ADAMTS6.6441.62.3	9,84E-05	0,000358848	0,000537252	4,16E-11	2,91E-10	0,023696486	0,176021829	0,221542105	-0,001813896	0,007376037	0,015136198
IGLON5.6478.2.3	0,000101872	0,000371078	0,000454856	6,51E-16	6,65E-15	-0,024651225	2,52E-10	3,52E-09	-0,002692688	-0,012168249	0,029925594
CAMK1D.3418.12.2	0,0001022	0,000371811	-0,000607206	0,003147123	0,007163685	-0,011990161	0,000134844	0,000448714	0,019536152	-0,00231273	0,019445933
FCAR.4987.17.1	0,000103853	0,000377355	-0,000503497	0,719181602	0,77640403	0,001211167	0,003330517	0,007210779	-0,010722651	0,0089908	0,015404901
FAM174B.9054.8.3	0,000104389	0,00037883	0,000501716	3,10E-06	1,25E-05	-0,015679867	0,096550225	0,132028708	-0,004887103	-0,016212375	-0,00590751
M6PR.10491.21.3	0,000106491	0,000385981	-0,000854015	0,001073917	0,002741018	-0,018726936	0,00214445	0,004946779	-0,008439303	-0,007599824	0,032271542
LGALS1.8046.9.3	0,00010785	0,000390424	0,00068805	0,027441319	0,048882983	0,010177979	9,63E-07	5,93E-06	-0,029556739	-0,02767098	-0,005321631
OLFML3.8660.5.3	0,000110201	0,000398441	0,00035557	1,87E-20	2,44E-19	0,022245852	0,207757127	0,25543909	-0,001309494	0,000223821	0,008780852
SST.5957.30.3	0,000110862	0,000400337	0,000406576	4,31E-05	0,000145062	-0,011181873	4,81E-08	4,07E-07	-0,018992661	-0,002601195	0,010037821
GNS.3616.3.5	0,000111418	0,000401845	0,000612484	0,662070249	0,727475208	0,001798882	0,489021146	0,540254598	-0,00411418	-0,008824993	-0,011719003
ETNK1.8328.9.3	0,000112054	0,000403642	0,000497376	0,001009663	0,002595135	-0,010999946	0,00015318	0,000501437	0,009560756	-0,004251448	0,022036016
ITPRIPL1.9221.6.3	0,000112716	0,000405527	0,001146282	0,004545254	0,009936374	0,021884367	0,126719368	0,166511298	-0,014658766	-0,014563281	0,015394907
PITPNB.12484.67.3	0,000113326	0,000407221	-0,000525908	0,000120225	0,000370556	-0,013617322	7,98E-05	0,00028413	0,008163815	-0,004285833	0,025692931
EGF.5509.7.3	0,00011505	0,000412909	-0,000670066	0,017248718	0,032740104	0,010748223	0,076660724	0,108587225	-0,007866736	-0,021220119	-0,004799637
EFNB1.13104.32.3	0,000117879	0,000422544	0,000401818	0,102365391	0,153469384	-0,004427257	1,25E-05	5,74E-05	0,004611143	0,009586345	0,027309728
HS3ST3A1.8268.98.3	0,000122204	0,000437511	0,000711223	4,00E-12	3,11E-11	0,033445604	0,001024963	0,002620645	-0,022813431	0,000134129	0,010300892
NCMAP.14614.41.3	0,000122902	0,000439103	0,000907653	0,075731424	0,118330351	-0,01090243	0,891678587	0,907501693	-0,001605679	0,003814478	0,008897946
SYT7.7121.2.3	0,000122949	0,000439103	0,000551428	0,338896712	0,419497622	-0,003566287	7,91E-06	3,81E-05	0,002558415	-0,002619928	0,033007386
HINT1.5900.11.2	0,000123964	0,000442187	0,000669365	1,96E-34	4,45E-33	0,055911179	0,277936878	0,331416783	-0,008711704	-0,009941531	-0,013629673
ALOX15B.12422.143.3	0,000124935	0,00044511	-0,001236589	2,33E-08	1,21E-07	0,046840764	7,50E-05	0,000270477	-0,030615493	0,038837363	0,049405292
FAM150B.6284.7.3	0,000127291	0,000452951	0,000571781	0,966864565	0,974863445	0,000160977	0,152026062	0,195204668	0,011333076	3,78E-05	0,003678631
PSD2.9118.7.3	0,000131323	0,00046673	-0,000781864	8,36E-30	1,61E-28	-0,060665282	0,030766133	0,049554481	0,001436671	-0,029540258	-0,004285545
COX7A1.8390.25.3	0,000133497	0,000473881	-0,0006203	2,57E-07	1,19E-06	0,021762975	1,89E-10	2,78E-09	-0,036824576	0,005722545	-0,004306726
ARHGDIB.9846.32.3	0,000143865	0,000510067	0,000905806	0,085478138	0,131314891	0,010643277	0,58277571	0,628315132	-0,010148248	-0,009985453	-0,004783675
NAMPT.5011.11.1	0,000152339	0,000539459	0,001120593	0,069091933	0,10866016	0,013970457	0,002302558	0,005269939	0,033711319	-0,01809572	-0,000981436
RAP1GDS1.14106.46.3	0,00015253	0,00053948	0,000494707	4,05E-07	1,84E-06	-0,017213845	0,088096874	0,122414896	0,004614296	0,004987057	0,016611942
ISCU.7201.5.3	0,000153899	0,000543665	0,000532071	0,023951984	0,043569373	-0,008245617	0,038480837	0,059960927	-0,005569842	-0,014938952	0,004782351
SEL1L2.9082.25.3	0,000155134	0,000547366	-0,000527991	0,004113807	0,009122733	-0,010405434	0,003903134	0,008230287	-0,005350277	-0,006466228	0,018271937
GPC5.4991.12.1	0,0001558	0,000549053	-0,000607706	0,725532477	0,781030056	-0,001465097	0,905197403	0,918703124	-0,003144427	-8,03E-05	-0,003957731
MAPK1.3115.64.2	0,000162746	0,000572047	0,0010606	9,07E-07	3,99E-06	0,035919827	0,755903333	0,788431171	-0,00574114	-0,011965641	0,000983643
CILP.5717.2.3	0,00016272	0,000572047	0,000644727	1,44E-08	7,64E-08	0,025217231	0,523620668	0,57405939	0,002463194	0,010819355	0,01206542
PRPSAP1.9478.69.3	0,000162911	0,000572047	0,000531148	1,25E-19	1,58E-18	0,033319795	0,009944395	0,018550609	0,008493506	-0,01472736	0,005412586
PCDHB4.10522.167.3	0,000166181	0,00058283	-0,000924554	6,56E-09	3,62E-08	-0,037065756	0,000732792	0,001950332	0,023898218	0,005345756	0,039251242
SPATA20.11117.2.3	0,000169459	0,000593615	0,000600196	0,080300291	0,124405906	-0,007249981	0,002060024	0,004778407	0,00555235	-0,024234022	0,004657096
C11orf68.8307.47.3	0,000170539	0,000596682	0,000908371	0,291988251	0,370849169	0,006613178	0,433405746	0,487769068	-0,008974798	-0,013807992	0,001786622
ROR1.2590.69.4	0,000175274	0,000612518	0,00037053	0,027103156	0,048428059	-0,005669096	2,92E-16	1,10E-14	-0,017754006	0,015110863	0,030351803
RHOD.12442.4.3	0,000178439	0,000622834	-0,000924077	0,019485801	0,036512472	0,0149633	0,008444696	0,016070746	0,00611439	-0,019210852	0,025468692
CDHR1.8372.29.3	0,000181199	0,000631711	0,000571712	0,05448654	0,088246472	-0,007627358	0,046067249	0,070071088	0,014169236	0,007173863	0,001628687
FGF7.4487.1.1	0,00018431	0,000641794	0,000414278	0,000679273	0,001809538	0,0097818	0,131827362	0,172294474	-0,005927491	-0,009371159	0,000657282
OTUB2.12493.42.3	0,000184537	0,000641819	0,000601525	1,76E-07	8,31E-07	-0,021856182	0,001211007	0,003027517	0,002364613	-0,023416958	0,00994477
CNTN5.3299.29.2	0,000186857	0,000649116	0,000409664	5,27E-07	2,37E-06	-0,014304808	0,013029207	0,023280653	-0,001178379	-0,014993013	0,003189846
VCY.6295.67.3	0,000187385	0,000650179	0,000578691	6,74E-06	2,60E-05	-0,018132026	0,782909961	0,81234893	-0,001167825	-0,002830061	0,005443047
ZNF18.11372.2.3	0,000193869	0,00067188	0,000454278	7,12E-09	3,91E-08	0,018358005	0,058866208	0,086353565	-0,00137837	0,001222874	0,015545697
LARGE.7935.26.3	0,000195315	0,00067609	0,000585147	9,00E-21	1,19E-19	-0,038327928	0,156066594	0,1997789	0,008882348	-0,008988246	0,002266765
DIMT1.12694.28.3	0,000196105	0,000678024	-0,000651107	0,379115982	0,460895365	0,00399369	0,561197947	0,608866467	0,00520954	-0,008838492	-0,002764212
NDUFV2.7748.11.3	0,000197288	0,000681306	0,000623541	6,85E-05	0,000222219	0,017335253	6,38E-06	3,15E-05	0,007343367	0,010633906	0,043968994
TNFRSF6B.5070.76.3	0,000198934	0,00068618	0,000467493	0,55751923	0,631337107	0,001914039	0,031155855	0,04998951	0,005455094	0,013652509	0,018145023
TOR1AIP1.9039.47.3	0,000206769	0,000712366	0,000468554	0,892395062	0,917166394	-0,000443603	0,005546218	0,011035843	-0,00287018	0,016736818	-0,005932537
SHC1.5272.55.2	0,000208679	0,0007181	0,000853415	0,000819061	0,002131454	0,020012429	0,989807657	0,990484911	0,000420644	0,003698631	0,000123595
NISCH.12738.43.3	0,000211722	0,000727718	-0,00046355	0,407137144	0,489066179	0,002693776	0,019790573	0,033596881	0,007672094	-0,002895828	0,013965216
PRDM4.12779.30.3	0,000214243	0,000735473	-0,000497518	3,35E-09	1,91E-08	-0,020682384	0,053037493	0,079231189	0,006537644	-0,005787543	0,011432777
KRTAP2.4.14615.46.3	0,000214482	0,000735473	-0,000558598	0,132425733	0,190061466	-0,005897776	2,52E-05	0,000106125	0,004442064	0,03251201	0,034101247
ANP32A.13073.14.3	0,000215689	0,000738606	0,000452476	1,57E-06	6,62E-06	0,015270828	0,191004168	0,237468389	0,007137475	-0,00236925	0,006446226
PDGFB.4149.8.2	0,0002159	0,000738606	0,001137207	0,005953265	0,012627484	-0,021964693	0,00085072	0,002227713	-0,017264801	-0,028274829	-0,063793213
DGCR6.9444.70.3	0,000218619	0,000747033	-0,000655565	0,536097686	0,612055321	0,002849724	0,055594309	0,082461133	0,01224703	0,019866109	0,013789024
IL36G.9117.4.3	0,000220896	0,000753932	-0,000711508	0,002049094	0,004864935	-0,015430791	0,000178289	0,000572441	0,027810025	0,014491746	0,000997976
HK1.13131.5.3	0,000224802	0,000766369	-0,000534623	1,43E-08	7,58E-08	-0,021379196	0,002217665	0,005103596	0,004974721	0,006264923	0,027817882
HNRNPM.12783.29.3	0,000226976	0,000772881	0,000943871	9,10E-06	3,44E-05	0,029536953	0,848720779	0,869225587	0,005104944	-0,005296577	0,00367982
MAP3K7.TAB1.5259.2.3	0,000233175	0,000793066	-0,000438048	0,932728228	0,947302107	0,000260942	0,101794135	0,137910072	-0,003973516	-0,009293467	-0,015000932
TAC3.7847.66.3	0,000238738	0,000811042	0,000495577	0,002057124	0,004877324	-0,010801707	0,007369554	0,014256577	0,01186851	5,51E-05	0,015741706
IL17RC.5468.67.3	0,000239577	0,00081295	0,00063584	2,43E-14	2,21E-13	0,034398876	0,145483573	0,187544932	0,000783162	0,00087151	0,019036248
PPARA.12954.71.3	0,000240395	0,000814782	0,000922561	0,000179076	0,000531773	-0,024465476	0,027258052	0,044659887	0,008677696	0,005779225	-0,029053076
ST8SIA6.6930.95.3	0,000242244	0,000820098	0,000546399	0,025098004	0,045456137	-0,008662274	0,603670076	0,646315876	0,001609568	-0,003193258	0,007296837
GHRL.8447.11.3	0,000246268	0,000832755	0,000486757	3,05E-42	9,38E-41	-0,047479424	0,001239875	0,003086496	0,000449004	-0,023847211	0,001073835
NPDC1.10424.31.3	0,00024683	0,000833692	0,000479603	0,033258537	0,05732541	0,007236002	1,61E-07	1,20E-06	-0,005850326	0,025155031	0,035654494
S100A6.13090.17.3	0,000255799	0,000862989	-0,000676752	1,22E-06	5,25E-06	0,023353127	0,946270072	0,955086253	-0,003580131	-0,000625366	-0,002544364
ADGRF1.11243.90.3	0,000258528	0,000871192	0,000372541	0,027489266	0,048908823	-0,005839206	0,000290743	0,000868665	0,014244192	0,000340605	-0,003307798
RPS7.3864.5.2	0,000265209	0,000892679	0,00106986	0,002260701	0,005315555	0,023276225	0,317303931	0,372437399	-0,013780487	-0,022844141	-0,011889764
IFNA14.7180.114.3	0,000266574	0,000896242	0,000429935	0,300470106	0,380136272	-0,003171276	2,36E-06	1,31E-05	-0,019642068	0,000278462	0,007976652
SLC14A1.13430.50.3	0,000270119	0,000907115	-0,000401636	0,032278772	0,055966453	-0,006132592	0,018961959	0,032321522	-0,002708006	-0,011806084	0,006399724
ITGB7.11205.10.3	0,000274663	0,000921318	-0,000706902	0,004410358	0,009706594	-0,014374394	0,001067383	0,002717228	0,013638852	0,013093235	-0,021804005
LILRB4.6453.70.3	0,000275294	0,000922376	0,00046219	0,001515291	0,003733973	0,010472464	0,054010538	0,080397366	-0,010941801	0,001429142	0,004017815
RAB27A.9504.19.3	0,000281896	0,000943416	0,000723204	0,254274525	0,32982394	-0,005896777	0,002734544	0,00608254	-0,021028644	-0,006499693	0,013235033
SCGB1D2.6508.68.3	0,000288522	0,000964487	0,000324592	0,000215181	0,000634479	-0,008611363	0,591055213	0,635368063	0,002557836	-0,002864857	0,002314888
RTBDN.8613.97.3	0,00029133	0,000972765	0,000514325	0,128978674	0,186210573	-0,005598012	0,083515954	0,116994332	-0,001224252	-0,019219581	-0,009280022
UGT2A1.8907.11.3	0,000295879	0,000986827	0,000830813	3,93E-06	1,57E-05	-0,027550089	0,066566162	0,095867072	-0,011049102	-0,018876615	-0,029566412
RBM23.11590.5.3	0,000314892	0,001049041	0,001025223	1,68E-06	7,05E-06	0,035435989	0,949912492	0,957771127	-0,002460749	0,00722444	0,003383739
GCK.12960.9.3	0,000324632	0,00108026	-0,000439491	0,000113194	0,000350733	-0,012267999	0,498749255	0,54884935	0,00347103	0,007113866	-0,001042236
STK16.3471.49.1	0,000325579	0,00108218	-0,000536686	5,62E-05	0,000184398	-0,015637324	0,000669736	0,001808845	-0,002611383	-0,001786573	0,027137996
CTSS.3181.50.2	0,000327319	0,00108673	-0,000366581	0,234021107	0,307922509	-0,003153889	0,009866604	0,018464374	0,009986369	0,003964663	0,011319721
CPA4.9267.2.3	0,000331884	0,001100634	-0,001216916	0,92162715	0,93896183	0,00086635	5,88E-09	6,05E-08	-0,010977101	0,016862187	0,104137287
SMAD4.12022.12.3	0,000332639	0,001101891	0,000667652	0,000653125	0,001749441	0,016481353	0,563228688	0,610616721	-0,003599057	0,00511963	0,011664653
CLEC14A.10461.57.3	0,000338906	0,001121379	0,000553465	0,007113124	0,014745492	-0,010800381	0,000926913	0,00239719	-0,0203825	-0,011900448	-0,003124395
WFDC3.6384.19.3	0,000339855	0,001121983	0,000665995	0,685585852	0,747145535	-0,001954475	0,991549386	0,991888493	-0,001127691	-0,002619317	-0,002294184
TPST2.8024.64.3	0,000339492	0,001121983	0,000240309	0,000122623	0,000375574	0,006695675	0,128965661	0,169083173	0,004141765	-0,003657596	0,001038166
PAXIP1.12894.3.3	0,00034524	0,001138475	0,000379987	0,045091324	0,075152206	-0,005526911	1,22E-07	9,41E-07	0,014440479	-0,008165998	0,01688055
XXYLT1.6375.75.3	0,000349092	0,001149882	-0,000283114	0,017557794	0,033262012	-0,004884772	1,04E-32	2,55E-30	0,009237815	0,034386977	0,050031098
TYK2.5260.80.3	0,00036477	0,00120017	-0,000414707	0,000432573	0,001192532	-0,010642251	0,798220191	0,826768434	-0,001985464	-0,003306598	0,002183687
AKR1A1.4192.10.2	0,000383746	0,001261187	0,000722564	1,65E-08	8,67E-08	0,029891557	0,431203789	0,485664645	-0,002968087	0,007300128	0,01609364
PAFAH1B2.2642.4.1	0,000386169	0,001267726	0,000631917	1,42E-14	1,32E-13	0,035703692	0,29820157	0,352277703	-0,010635262	0,003120972	-0,003198306
RARRES1.8398.277.3	0,000386704	0,001268059	0,000948883	0,000105923	0,000329951	-0,026942391	0,859930778	0,878246343	-0,001052543	-0,003065136	-0,011889645
FKBP2.9339.204.3	0,00039204	0,001284117	-0,000529983	0,634021176	0,702275419	-0,001848304	0,107190943	0,144087091	-0,002848015	-0,002470018	0,014999492
ATP1A1.11993.227.3	0,000396082	0,001295905	0,00076594	4,51E-06	1,78E-05	-0,025783543	0,001399167	0,003430481	-0,021747011	-0,022338411	0,007991695
CDC42BPB.3629.60.4	0,000399799	0,001306605	-0,000394307	0,158939038	0,222332227	-0,004075239	0,000612234	0,001670508	-0,006581259	-0,01043696	0,012156242
PGRMC2.10506.53.3	0,000401044	0,00130828	-0,000837248	5,28E-05	0,000174721	-0,024861404	0,000145558	0,000479457	-0,023231644	0,007651692	0,035729985
SMC3.14324.52.3	0,000401206	0,00130828	0,001244606	2,31E-08	1,20E-07	0,051121148	0,773235235	0,804593761	-0,004639209	0,004132941	-0,014020542
EIF4EBP2.4184.43.3	0,00042297	0,001377714	0,000569618	0,001489802	0,003683577	-0,013338638	0,092673554	0,127707376	-0,013215707	-0,004999091	0,001274336
LRPPRC.9046.46.3	0,00043631	0,001419585	0,000593948	0,314754606	0,39445468	-0,00440945	0,001192459	0,002991375	-0,020110375	-0,015685848	-0,021321789
B3GAT3.6897.38.3	0,000438343	0,001424614	-0,000491601	0,44833367	0,529866757	0,002753455	0,119562746	0,158277842	-0,003116788	-0,005882465	0,011220463
GNPNAT1.13954.9.3	0,000444421	0,001442765	0,000989072	0,013203513	0,025815693	-0,018132103	0,741095054	0,775564592	0,006183267	-0,011526395	-0,002822909
GPD1L.12420.10.3	0,000450243	0,001460046	-0,000772861	1,28E-07	6,12E-07	-0,030265187	7,02E-05	0,000255138	0,019898448	0,002395887	0,042981573
DNAJB2.11438.6.3	0,00045585	0,001476591	0,00060831	1,68E-14	1,56E-13	0,034701888	0,129069597	0,169143626	-0,011813848	0,008188721	0,000824393
FAM209B.7066.199.4	0,000463553	0,001499881	0,000627814	0,005200698	0,011193556	-0,013020314	0,000624693	0,001701617	-0,023869638	-0,016297629	-0,004325351
KCNF1.12834.3.3	0,000472472	0,00152705	-0,000395858	0,00048571	0,001330244	-0,010266802	0,297406295	0,351480167	-0,000971765	-0,006706592	0,004957181
ARPP19.4963.19.1	0,000476713	0,001539057	0,000579965	0,185206803	0,252319469	0,005713059	0,019241805	0,03276035	-0,016238212	-0,005988796	0,004352759
MBD4.3891.56.1	0,000478417	0,001542855	0,000477774	0,462041215	0,542759259	-0,002613204	0,001756217	0,004142689	-0,016332166	-0,015692134	-0,008188089
VIMP.11286.78.3	0,000483618	0,001557909	0,000573008	0,208836038	0,279819245	-0,005360159	5,64E-07	3,74E-06	0,027917995	0,006938665	0,026737498
SLC14A2.12818.159.3	0,000485734	0,001561569	0,000515325	0,882895937	0,910403173	0,000565129	0,092466931	0,127518045	-0,003923653	0,01649208	0,012033958
PLA2G2A.2692.74.2	0,000485821	0,001561569	0,000711257	1,30E-122	1,72E-120	-0,128873243	0,000116048	0,000393783	0,013658213	-0,014237804	0,030868652
ASAH1.5748.20.3	0,000486723	0,00156275	0,000612429	0,037090568	0,063296331	0,009509496	0,968218924	0,97254133	-0,000570849	-3,04E-07	0,003937483
GNAI3.12650.43.3	0,00048886	0,001567891	0,000504678	4,44E-06	1,76E-05	0,017274619	0,803877285	0,831744273	0,002930707	0,000683718	-0,004570566
LGALS7.9196.8.3	0,000490279	0,001570718	0,000564797	0,076021251	0,118719786	0,00746732	0,008181692	0,015641471	-0,017486473	-0,014937717	-0,007143738
CCL23.2913.1.2	0,000491308	0,001572293	-0,000457675	0,002221031	0,005239126	-0,010437976	1,44E-06	8,36E-06	0,000687202	0,03268241	0,031135451
VRK1.12553.5.3	0,000495881	0,001585194	0,000504912	0,002607851	0,006068389	0,011340872	0,074070247	0,105274768	0,011931028	0,006621639	-0,001223791
SERPINA12.6551.94.3	0,000503358	0,001607337	-0,000801685	2,17E-22	3,05E-21	-0,058579869	0,003171917	0,006949706	0,017202244	-0,012405249	0,024926305
TMPO.8265.225.3	0,00050423	0,001608367	0,000775298	0,289499243	0,367847648	0,006131946	0,214801164	0,262774322	-0,002308162	0,01850128	0,021220115
QSOX2.8397.147.3	0,000511736	0,001630532	-0,000399616	1,80E-56	8,47E-55	0,048005037	0,000195106	0,000620311	0,009072597	0,019325992	-0,003219124
C14orf93.6439.59.3	0,000512874	0,00163238	0,000503555	2,68E-07	1,24E-06	0,019397127	2,34E-11	4,03E-10	0,033819479	0,00347126	-0,00783799
SERPINA10.13119.26.3	0,000551203	0,001752465	0,000519013	4,23E-13	3,49E-12	-0,028370127	1,71E-07	1,26E-06	-0,013210807	-0,02520158	-0,044285404
SNX4.3903.49.2	0,000553694	0,00175788	0,000838789	0,024373832	0,044281651	-0,014205778	0,187071252	0,233539655	-0,012747094	-0,018737836	0,000323276
SPTLC1.7886.26.3	0,000554108	0,00175788	0,000695155	0,173037139	0,238404913	-0,007124684	0,031582499	0,050590804	-0,013100238	-0,014110279	-0,027106005
TMIE.7992.3.3	0,000557109	0,001765486	0,000548499	0,601302168	0,673873119	-0,002156619	0,090864836	0,125783078	-0,006614716	0,000987655	-0,016677715
LILRA4.8299.66.3	0,000560737	0,00177506	0,000364086	0,019551398	0,036567908	-0,006401812	2,23E-10	3,19E-09	0,01730261	-0,021661863	-0,001160477
DNAJC10.8297.8.3	0,000561884	0,001775153	0,000610724	0,000108823	0,000337905	-0,017811986	0,017648379	0,030312102	-0,013195008	0,000691537	0,016764665
TFPI2.9233.71.3	0,00056198	0,001775153	0,000497843	0,000320201	0,000919126	-0,013499174	0,014738159	0,025906919	0,008649306	-0,013330579	0,006789587
HTRA2.3317.33.1	0,000564972	0,001782679	0,000479141	0,157973221	0,221192757	0,005096619	0,069024235	0,098823244	-0,010706351	-0,00551927	0,004457427
CHST5.7020.13.3	0,000566363	0,001785143	-0,000773065	0,000219745	0,000646633	0,02153971	7,33E-07	4,66E-06	-0,000289599	-0,021807678	0,044848185
S100A11.14011.17.3	0,000589493	0,001856048	0,000472343	0,033184458	0,05723145	-0,007605548	0,073528746	0,104657704	-0,011839744	-0,003783774	0,000799447
FUT9.6991.24.3	0,000593724	0,001867358	-0,000364302	0,000350976	0,000995737	-0,009854866	0,014658709	0,025798269	-0,007205783	-0,015038716	-0,003513249
