Up/Down with age	ID	Description	# Significant in top100	# Annotated in SOMAscan 2.9k	Min fdr	fdr_n10	fdr_n11	fdr_n12	fdr_n13	fdr_n14	fdr_n15	fdr_n16	fdr_n17	fdr_n18	fdr_n19	fdr_n20	fdr_n21	fdr_n22	fdr_n23	fdr_n24	fdr_n25	fdr_n26	fdr_n27	fdr_n28	fdr_n29	fdr_n30	fdr_n31	fdr_n32	fdr_n33	fdr_n34	fdr_n35	fdr_n36	fdr_n37	fdr_n38	fdr_n39	fdr_n40	fdr_n41	fdr_n42	fdr_n43	fdr_n44	fdr_n45	fdr_n46	fdr_n47	fdr_n48	fdr_n49	fdr_n50	fdr_n51	fdr_n52	fdr_n53	fdr_n54	fdr_n55	fdr_n56	fdr_n57	fdr_n58	fdr_n59	fdr_n60	fdr_n61	fdr_n62	fdr_n63	fdr_n64	fdr_n65	fdr_n66	fdr_n67	fdr_n68	fdr_n69	fdr_n70	fdr_n71	fdr_n72	fdr_n73	fdr_n74	fdr_n75	fdr_n76	fdr_n77	fdr_n78	fdr_n79	fdr_n80	fdr_n81	fdr_n82	fdr_n83	fdr_n84	fdr_n85	fdr_n86	fdr_n87	fdr_n88	fdr_n89	fdr_n90	fdr_n91	fdr_n92	fdr_n93	fdr_n94	fdr_n95	fdr_n96	fdr_n97	fdr_n98	fdr_n99	fdr_n100
up	R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	2	3	0,077878294	1	1	1	1	1	1	1	0,077878294	0,077878294	0,091606141	0,092737102	0,092737102	0,118829857	0,136414062	0,145646358	0,08850226	0,097233019	0,089661867	0,089661867	0,096374178	0,096374178	0,103215554	0,10888947	0,117284614	0,121021689	0,121021689	0,121021689	0,121021689	0,121723632	0,121723632	0,121723632	0,124263562	0,124263562	0,138447192	0,14870254	0,148788445	0,156676913	0,156676913	0,171075699	0,171075699	0,171075699	0,168429727	0,168429727	0,175768536	0,18488838	0,197324143	0,203377644	0,203377644	0,195913098	0,210725305	0,220393134	0,232329727	0,233967879	0,233967879	0,221044878	0,221044878	0,225756786	0,2429087	0,256920893	0,256920893	0,263287206	0,269260418	0,266912736	0,266912736	0,26681119	0,26681119	0,264169466	0,278063226	0,278063226	0,290617762	0,290617762	0,282598436	0,285271523	0,290703176	0,321558187	0,080663497	0,080663497	0,080663497	0,083676004	0,103723901	0,108881726	0,112728012	0,118167577	0,118167577	0,122723091	0,122723091	0,134456512	0,14639581	0,14639581	0,162740864	0,181140618
up	GO:0043949	regulation of cAMP-mediated signaling	3	4	0,07808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,400912755	0,425255497	0,43148	0,375393551	0,292346545	0,288397371	0,291316484	0,3052516	0,298096257	0,319734807	0,325331648	0,341236158	0,358406936	0,356887374	0,343809424	0,370233791	0,350710448	0,3580625	0,340957207	0,30636625	0,340232	0,349296694	0,373849043	0,380177217	0,383789483	0,38736	0,402339652	0,373065	0,373065	0,397318333	0,408638571	0,403436	0,407259766	0,40622126	0,41025	0,07808	0,082068	0,082068	0,0852975	0,0852975	0,09036	0,095475	0,098588	0,1013	0,094556	0,094556	0,098854	0,10755	0,11206	0,126208	0,143065	0,143455	0,0888	0,105	0,11265	0,1292	0,13818	0,146236667	0,154	0,17094
up	GO:0019828	aspartic-type endopeptidase inhibitor activity	1	1	0,07968	NA	NA	NA	NA	0,07968	0,112665	0,147781667	0,151	0,169652941	0,169878947	0,17967	0,17967	0,190736842	0,19668	0,20625	0,207664286	0,227254	0,232012857	0,24167	0,248751905	0,263800952	0,2369375	0,22059	0,195435455	0,203072727	0,203072727	0,192	0,1991	0,209666667	0,202606154	0,212824615	0,206282143	0,206282143	0,198744	0,205011333	0,175220556	0,179598333	0,185946111	0,198094444	0,209248235	0,209248235	0,217179412	0,222002941	0,234696471	0,23064	0,248943333	0,267325882	0,276270588	0,276270588	0,241908571	0,250716667	0,261937619	0,273307143	0,26904	0,2736	0,265974545	0,270556364	0,290527619	0,296528571	0,296528571	0,311046667	0,325619048	0,33306	0,3423015	0,32388	0,328292174	0,284763077	0,293196923	0,293196923	0,296804444	0,296804444	0,296804444	0,302094074	0,306345926	0,322866667	0,329111111	0,329111111	0,325931429	0,335706429	0,355000741	0,358691667	0,359226429	0,354538966	0,361417241	0,33402375	0,344780625	0,352546875	0,343393636	0,34743	0,353577273	0,360840606
up	GO:0008061	chitin binding	2	5	0,079785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,240961111	0,253	0,264611111	0,278080741	0,295186667	0,296293214	0,297265172	0,319470357	0,300790323	0,108585	0,12172	0,1314	0,1314	0,144	0,15385	0,1665	0,121573333	0,14144	0,08112	0,08112	0,085848	0,091014	0,079785	0,083725	0,087665	0,091933333	0,098643333	0,098643333	0,104891667	0,109333333	0,118013333	0,12564	0,137335	0,14301	0,15065	0,15065	0,16592	0,173133333	0,181133333	0,18924	0,19866	0,2058	0,21294	0,22008	0,229446667	0,238	0,238	0,249503333	0,258266667	0,2665	0,27579	0,28732	0,305093333	0,26928	0,281125714	0,281125714	0,209638	0,209638	0,209638	0,216398	0,22386	0,2436	0,222818182	0,222818182	0,231869091	0,241862727	0,249648182	0,259445455	0,268276364	0,27927	0,297118182	0,29052	0,3103775	0,327891818	0,343393636	0,34743	0,353577273	0,360840606
up	GO:0030742	GTP-dependent protein binding	1	5	0,084148571	0,084148571	0,095892857	0,108571429	0,118342857	0,131748667	0,149466	0,195958667	0,213557143	0,227506667	0,232278261	0,2354525	0,2354525	0,249933333	0,240961111	0,253	0,264611111	0,278080741	0,295186667	0,296293214	0,297265172	0,319470357	0,300790323	0,30331125	0,300055143	0,301718919	0,301718919	0,3125	0,323788889	0,322776316	0,328614359	0,328085854	0,311783333	0,311783333	0,301513333	0,3107675	0,293984615	0,305994038	0,314234314	0,315275769	0,324305283	0,324305283	0,330087963	0,343510377	0,355963704	0,37012	0,396745556	0,404522407	0,4027875	0,4027875	0,383575625	0,395733333	0,406138571	0,39182194	0,399938824	0,410346269	0,411019412	0,417764118	0,427877941	0,41214375	0,41214375	0,431107324	0,4394	0,446028169	0,44805	0,4356	0,455242105	0,461684211	0,476753684	0,476753684	0,4576	0,4576	0,4576	0,464433529	0,475103176	0,468855056	0,457082474	0,457082474	0,462472258	0,456332474	0,4510122	0,453383824	0,458630097	0,459519143	0,459406729	0,457226422	0,46671	0,47196	0,464622632	0,469734474	0,46943319	0,478284444
down	GO:0005584	collagen type I trimer	1	1	0,084611429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,084611429	0,088152857	0,100221538	0,108684615	0,100448	0,109750667	0,12155	0,128882857	0,143415385	0,147085714	0,17056	0,125205882	0,135979412	0,1429815	0,159723684	0,168213529	0,167872222	0,172086111	0,186670588	0,191011765	0,195473529	0,199935294	0,198508333	0,208858824	0,218523529	0,23690625	0,26133375	0,26133375	0,268931875	0,2742275	0,279523125	0,28481875	0,314623529	0,323203333	0,291529412	0,297082353	0,301802353	0,289886667	0,316379444	0,305802222	0,329035882	0,350211765	0,345847059	0,351635294	0,367552941	0,3984625	0,403225	0,346263158	0,354389474	0,365210526	0,330485714	0,340314286	0,340314286	0,35604	0,3668	0,3763	0,39285	0,42525	0,425421053	0,425421053	0,403628571	0,41978	0,43507	0,459363158	0,464854737	0,470346316	0,452046	0,426332727	0,436999167	0,429572727	0,429572727	0,434365909	0,378115385	0,382242308	0,401824	0,418528	0,410292
down	GO:0005592	collagen type XI trimer	1	1	0,084611429	0,27775	0,30855	0,231	0,262166667	0,317333333	0,222755556	0,185169231	0,206046154	0,21285	0,22575	0,1738	0,17028	0,17842	0,187751667	0,084611429	0,088152857	0,100221538	0,108684615	0,100448	0,109750667	0,12155	0,128882857	0,143415385	0,147085714	0,17056	0,125205882	0,135979412	0,1429815	0,159723684	0,168213529	0,167872222	0,172086111	0,186670588	0,191011765	0,195473529	0,199935294	0,198508333	0,208858824	0,218523529	0,23690625	0,26133375	0,26133375	0,268931875	0,2742275	0,279523125	0,28481875	0,314623529	0,323203333	0,291529412	0,297082353	0,301802353	0,289886667	0,316379444	0,305802222	0,329035882	0,350211765	0,345847059	0,351635294	0,367552941	0,3984625	0,403225	0,346263158	0,354389474	0,365210526	0,330485714	0,340314286	0,340314286	0,35604	0,3668	0,3763	0,39285	0,42525	0,425421053	0,425421053	0,403628571	0,41978	0,43507	0,459363158	0,464854737	0,470346316	0,452046	0,426332727	0,436999167	0,429572727	0,429572727	0,434365909	0,378115385	0,382242308	0,401824	0,418528	0,410292
down	GO:0034707	chloride channel complex	1	1	0,084611429	NA	NA	NA	NA	NA	NA	NA	NA	0,21285	0,22575	0,1738	0,17028	0,17842	0,187751667	0,084611429	0,088152857	0,100221538	0,108684615	0,100448	0,109750667	0,12155	0,128882857	0,143415385	0,147085714	0,17056	0,125205882	0,135979412	0,1429815	0,159723684	0,168213529	0,167872222	0,172086111	0,186670588	0,191011765	0,195473529	0,199935294	0,198508333	0,208858824	0,218523529	0,23690625	0,26133375	0,26133375	0,268931875	0,2742275	0,279523125	0,28481875	0,314623529	0,323203333	0,291529412	0,297082353	0,301802353	0,289886667	0,316379444	0,305802222	0,329035882	0,350211765	0,345847059	0,351635294	0,367552941	0,3984625	0,403225	0,346263158	0,354389474	0,365210526	0,330485714	0,340314286	0,340314286	0,35604	0,3668	0,3763	0,39285	0,42525	0,425421053	0,425421053	0,403628571	0,41978	0,43507	0,459363158	0,464854737	0,470346316	0,452046	0,426332727	0,436999167	0,429572727	0,429572727	0,434365909	0,378115385	0,382242308	0,401824	0,418528	0,410292
up	GO:0007520	myoblast fusion	4	11	0,0852975	0,216246316	0,2413	0,258631683	0,293863265	0,346412766	0,396982955	0,417357273	0,386791216	0,389278363	0,329238938	0,340647619	0,340647619	0,358091139	0,380253782	0,394350617	0,401214118	0,395944	0,402791489	0,415774648	0,44085448	0,466963504	0,463506574	0,459967403	0,479423535	0,46215691	0,486442946	0,504268584	0,511332353	0,507647214	0,507647214	0,529315226	0,301309091	0,321331343	0,336	0,305502857	0,292346545	0,288397371	0,291316484	0,3052516	0,298096257	0,319734807	0,325331648	0,341236158	0,358406936	0,356887374	0,343809424	0,370233791	0,350710448	0,358750255	0,340957207	0,339313667	0,361270181	0,365976774	0,381149327	0,395642432	0,409494836	0,422436226	0,437867308	0,36423	0,36423	0,382546364	0,399700909	0,355714615	0,373770769	0,390365385	0,41025	0,0976	0,104213333	0,104213333	0,0852975	0,0852975	0,09036	0,095475	0,1006	0,106365	0,094556	0,094556	0,098854	0,10755	0,11206	0,126208	0,149668	0,165525	0,1147	0,12375	0,12767	0,1368	0,142018333	0,150085	0,1617	0,190365
up	GO:0010818	T cell chemotaxis	4	11	0,0852975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,484986256	0,506816706	0,523754067	0,495642025	0,292346545	0,288397371	0,291316484	0,3052516	0,298096257	0,319734807	0,325331648	0,341236158	0,358406936	0,356887374	0,343809424	0,370233791	0,350710448	0,358750255	0,340957207	0,339313667	0,361270181	0,365976774	0,381149327	0,395642432	0,409494836	0,422436226	0,437867308	0,435740315	0,435740315	0,4403	0,455115782	0,45087133	0,449597892	0,452706	0,444321429	0,2240896	0,25402	0,25402	0,0852975	0,0852975	0,09036	0,095475	0,1006	0,106365	0,094556	0,094556	0,098854	0,10755	0,11206	0,126208	0,149668	0,165525	0,1147	0,12375	0,12767	0,1368	0,142018333	0,150085	0,1617	0,190365
up	R-HSA-140834	Extrinsic Pathway of Fibrin Clot Formation	1	3	0,08850226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0,145646358	0,08850226	0,097233019	0,089661867	0,089661867	0,096374178	0,096374178	0,103215554	0,10888947	0,117284614	0,121021689	0,121021689	0,121021689	0,121021689	0,121723632	0,121723632	0,121723632	0,124263562	0,124263562	0,138447192	0,14870254	0,148788445	0,156676913	0,156676913	0,171075699	0,171075699	0,171075699	0,168429727	0,168429727	0,175768536	0,18488838	0,197324143	0,203377644	0,203377644	0,195913098	0,210725305	0,220393134	0,232329727	0,233967879	0,233967879	0,221044878	0,221044878	0,225756786	0,2429087	0,256920893	0,256920893	0,263287206	0,269260418	0,266912736	0,266912736	0,26681119	0,26681119	0,264169466	0,278063226	0,278063226	0,290617762	0,290617762	0,282598436	0,285271523	0,290703176	0,321558187	0,357728765	0,357728765	0,357728765	0,369214103	0,451153096	0,465045859	0,472940867	0,456680555	0,456680555	0,466162711	0,466162711	0,487585308	0,493446642	0,493446642	0,509089238	0,529150832
up	GO:0008360	regulation of cell shape	7	36	0,0888	0,3216	0,364192	0,417509184	0,465694301	0,517095361	0,559629534	0,579806695	0,543850636	0,493415085	0,247414433	0,264878571	0,264878571	0,271551282	0,28564958	0,316356303	0,34115122	0,333263399	0,33192	0,365435762	0,382311111	0,41992	0,401168984	0,405092398	0,429420051	0,42541419	0,440486286	0,454033814	0,473837615	0,477810345	0,477810345	0,501700776	0,458756849	0,321331343	0,336456522	0,324157317	0,292346545	0,288397371	0,292678876	0,3052516	0,298096257	0,319734807	0,325331648	0,341236158	0,358406936	0,356887374	0,343809424	0,370233791	0,350710448	0,358750255	0,340957207	0,33728819	0,35715375	0,349296694	0,373849043	0,380177217	0,37113	0,31824	0,366471111	0,342342	0,342342	0,352869	0,373626	0,336196667	0,360281667	0,390365385	0,41025	0,2240896	0,25402	0,25402	0,10035	0,10035	0,099343158	0,110021053	0,122837895	0,128795714	0,118195	0,118195	0,130283125	0,137664	0,14223	0,153770667	0,16782625	0,17656	0,0888	0,105	0,11265	0,1292	0,13818	0,146236667	0,154	0,17094
up	GO:0022603	regulation of anatomical structure morphogenesis	20	255	0,0888	0,225975701	0,282874576	0,321600752	0,383639161	0,470210067	0,524990798	0,55672765	0,543026144	0,498534732	0,345590476	0,361812857	0,361812857	0,386010476	0,418824928	0,454728649	0,490926478	0,495639868	0,528020824	0,550557055	0,581160938	0,613578947	0,627843706	0,498874485	0,522386675	0,530147404	0,562481242	0,586067794	0,604742442	0,496301042	0,496301042	0,529315226	0,428965487	0,355423729	0,400187705	0,305502857	0,292346545	0,288397371	0,291316484	0,3052516	0,298096257	0,319734807	0,325331648	0,341236158	0,358406936	0,356887374	0,343809424	0,370233791	0,350710448	0,358750255	0,340957207	0,30636625	0,3459225	0,349296694	0,373849043	0,380177217	0,383789483	0,3672	0,402339652	0,373065	0,373065	0,397318333	0,408638571	0,336196667	0,360281667	0,390365385	0,41025	0,1464	0,17219625	0,17219625	0,10035	0,10035	0,099343158	0,110021053	0,122837895	0,128795714	0,094556	0,094556	0,098854	0,10755	0,11206	0,126208	0,149668	0,17656	0,0888	0,106875	0,123915	0,1368	0,142018333	0,150085	0,1617	0,190365
up	R-HSA-210990	PECAM1 interactions	1	6	0,090159113	1	1	1	1	1	1	1	0,090159113	0,090159113	0,105934988	0,105281407	0,105281407	0,118829857	0,136414062	0,145646358	0,131334362	0,150987552	0,141199477	0,141199477	0,152173197	0,152173197	0,157588366	0,166114276	0,173187285	0,185819528	0,185819528	0,185819528	0,185819528	0,194400166	0,194400166	0,194400166	0,195359546	0,195359546	0,210940346	0,219427217	0,221560082	0,219712913	0,219712913	0,23422931	0,23422931	0,23422931	0,229651637	0,229651637	0,239461208	0,251679006	0,259440511	0,267180239	0,267180239	0,262680538	0,276171953	0,288605646	0,298746641	0,305500503	0,305500503	0,296030572	0,296030572	0,29916452	0,310161737	0,327337412	0,327337412	0,339118625	0,346528667	0,343226509	0,343226509	0,350372152	0,350372152	0,351636969	0,367341428	0,367341428	0,375542922	0,375542922	0,38268128	0,38859195	0,3956679	0,4154061	0,43587174	0,43587174	0,43587174	0,443334677	0,531639748	0,54016527	0,549248543	0,528627258	0,528627258	0,538217456	0,538217456	0,573591048	0,577335783	0,577335783	0,574032606	0,589361669
up	R-HSA-3000170	Syndecan interactions	1	7	0,090159113	1	1	1	1	1	1	1	0,090159113	0,090159113	0,105934988	0,105281407	0,105281407	0,118829857	0,136414062	0,145646358	0,131334362	0,150987552	0,149660231	0,149660231	0,155961509	0,155961509	0,162082466	0,169761223	0,185491933	0,191646754	0,191646754	0,191646754	0,191646754	0,206168746	0,206168746	0,206168746	0,213962187	0,213962187	0,231330949	0,240572762	0,243210328	0,242392908	0,242392908	0,258337638	0,258337638	0,258337638	0,254064175	0,254064175	0,259087236	0,272232644	0,286786541	0,295262189	0,295262189	0,290785485	0,305920816	0,319607571	0,330748685	0,321885832	0,321885832	0,308186698	0,308186698	0,312443845	0,324430977	0,336607001	0,336607001	0,348356517	0,355872895	0,354324892	0,354324892	0,366759317	0,366759317	0,368859752	0,380642706	0,380642706	0,387935808	0,387935808	0,397921168	0,41386438	0,421288103	0,444195505	0,46870597	0,46870597	0,46870597	0,476604195	0,571892707	0,581412951	0,583262241	0,558240054	0,558240054	0,556279663	0,556279663	0,591827116	0,602977344	0,602977344	0,607077869	0,62339774
down	R-HSA-8948216	Collagen chain trimerization	2	11	0,090679748	0,224283053	0,224283053	0,224283053	0,2713817	0,2713817	0,251916944	0,175356607	0,208277998	0,208277998	0,245502576	0,255835689	0,286032374	0,318742464	0,330292153	0,090679748	0,107479486	0,120514085	0,120514085	0,134246265	0,153657547	0,153657547	0,151282413	0,151282413	0,17225876	0,17225876	0,150840043	0,150840043	0,15369249	0,15369249	0,15369249	0,167349201	0,189337232	0,196469034	0,196469034	0,196469034	0,196469034	0,211936032	0,207974671	0,166569291	0,166569291	0,180999124	0,180999124	0,19524267	0,158677259	0,17293168	0,17293168	0,185927634	0,185927634	0,195381518	0,195381518	0,197479202	0,197479202	0,20710608	0,20710608	0,20710608	0,225089411	0,26395139	0,26395139	0,278864258	0,298665121	0,319062641	0,351157653	0,351157653	0,37239519	0,382136752	0,382136752	0,382136752	0,382136752	0,387752574	0,395892013	0,378001844	0,393793296	0,413132035	0,413132035	0,411987198	0,411987198	0,411987198	0,433344335	0,433344335	0,433344335	0,433344335	0,433344335	0,441397106	0,419482282	0,419482282	0,417707277	0,429082534	0,446066104	0,471647953	0,471647953	0,462603798
up	hsa04913	Ovarian steroidogenesis	2	12	0,090829835	0,11431569	0,135960751	0,157216081	0,157216081	0,157216081	0,157216081	0,157216081	0,246929338	0,246929338	0,286056162	0,30931934	0,30931934	0,30931934	0,339054098	0,371109086	0,090829835	0,090829835	0,110889887	0,110889887	0,127361268	0,127361268	0,148420004	0,148420004	0,183381908	0,183381908	0,183381908	0,183381908	0,183381908	0,183381908	0,209820078	0,209820078	0,263225469	0,263225469	0,263225469	0,29662082	0,326336641	0,363936942	0,363936942	0,363936942	0,363936942	0,363936942	0,396765176	0,396765176	0,438678643	0,483108548	0,483108548	0,483108548	0,575800367	0,575800367	0,601189989	0,605089881	0,643550649	0,628296646	0,6365232	0,6365232	0,6365232	0,621296437	0,621296437	0,606876699	0,606876699	0,629355324	0,660503996	0,687024877	0,687024877	0,687024877	0,69510982	0,71037797	0,710048094	0,710048094	0,714851758	0,714851758	0,714851758	0,714851758	0,714851758	0,714851758	0,731706828	0,731706828	0,731706828	0,746356783	0,732737836	0,726792041	0,726792041	0,726792041	0,731083484	0,750965508	0,750965508	0,763202032	0,775200458	0,775200458	0,799165267	0,812195559
down	GO:0019199	transmembrane receptor protein kinase activity	5	41	0,09125	0,405555172	0,429	0,470166667	0,536203125	0,536203125	0,536203125	0,2356125	0,2442	0,234461538	0,2613	0,250133333	0,268231579	0,219916667	0,164571429	0,15225	0,1661	0,17595	0,167466667	0,175555556	0,213777778	0,222	0,239733333	0,256266667	0,24871	0,28684	0,2525	0,2525	0,1308	0,145333333	0,1679	0,09125	0,105933333	0,11704	0,12882	0,142361667	0,15572	0,173196667	0,16776	0,1753325	0,18319625	0,196885	0,196885	0,2162625	0,2328525	0,2548575	0,251401053	0,256262564	0,2634975	0,222384615	0,23709	0,252229091	0,249544348	0,254988696	0,254988696	0,259458261	0,265981739	0,2507688	0,2568984	0,257099231	0,252	0,242548966	0,229899091	0,210522	0,223333333	0,232607273	0,24158	0,24158	0,24158	0,27108	0,275662286	0,283745	0,30328375	0,315636364	0,315636364	0,332378125	0,332378125	0,334323077	0,329031707	0,329031707	0,305998684	0,286979474	0,218769231	0,218769231	0,232384615	0,232384615	0,209594118	0,2296	0,247552941	0,264847059	0,284317647	0,301111765
down	R-HSA-5632681	Ligand-receptor interactions	2	4	0,092629056	0,154190808	0,154190808	0,154190808	0,186878467	0,186878467	0,157847699	0,175356607	0,208277998	0,208277998	0,245502576	0,255835689	0,286032374	0,318742464	0,283430248	0,1979227	0,211996737	0,208261068	0,208261068	0,219648969	0,224110808	0,224110808	0,233800782	0,233800782	0,254266119	0,254266119	0,253392774	0,253392774	0,245214232	0,245214232	0,245214232	0,258199217	0,265451081	0,267836649	0,267836649	0,267836649	0,267836649	0,284098488	0,28847734	0,099413942	0,099413942	0,111650303	0,111650303	0,121373444	0,092629056	0,102587397	0,102587397	0,116730786	0,116730786	0,127714394	0,127714394	0,103727325	0,103727325	0,109881398	0,109881398	0,109881398	0,117313669	0,137396254	0,137396254	0,1486669	0,162515268	0,174461652	0,192947312	0,192947312	0,205613404	0,211799171	0,211799171	0,211799171	0,211799171	0,230624195	0,244671145	0,262821224	0,291011439	0,333664851	0,333664851	0,36687952	0,36687952	0,36687952	0,400412128	0,400412128	0,400412128	0,400412128	0,400412128	0,333783272	0,352855433	0,352855433	0,243693618	0,254761969	0,269448674	0,278694033	0,278694033	0,288971783
down	R-HSA-5635838	Activation of SMO	2	5	0,092629056	0,154190808	0,154190808	0,154190808	0,186878467	0,186878467	0,164107529	0,175356607	0,208277998	0,208277998	0,245502576	0,255835689	0,286032374	0,318742464	0,283430248	0,19869601	0,214362291	0,219851119	0,219851119	0,231809082	0,224685054	0,224685054	0,235659071	0,235659071	0,256216733	0,256216733	0,253392774	0,253392774	0,245214232	0,245214232	0,245214232	0,258199217	0,265451081	0,267836649	0,267836649	0,267836649	0,267836649	0,284098488	0,28847734	0,103093381	0,103093381	0,11227135	0,11227135	0,121373444	0,092629056	0,102587397	0,102587397	0,116730786	0,116730786	0,127714394	0,127714394	0,103727325	0,103727325	0,109881398	0,109881398	0,109881398	0,117313669	0,137396254	0,137396254	0,1486669	0,162515268	0,174461652	0,192947312	0,192947312	0,205613404	0,211799171	0,211799171	0,211799171	0,211799171	0,230624195	0,244671145	0,262821224	0,291011439	0,333664851	0,333664851	0,36687952	0,36687952	0,36687952	0,400412128	0,400412128	0,400412128	0,400412128	0,400412128	0,333783272	0,352855433	0,352855433	0,303587218	0,326108785	0,351034466	0,367842552	0,367842552	0,386292846
